Combination,In-Sample,Out-of-Sample
USDCHF_USDNZD_USDSEK_USDNOK,0.5531066330814441,0.5159395973154363
USDCHF_USDNZD_USDSGD_USDNOK,0.5547858942065491,0.5159395973154363
USDCHF_USDSEK_USDSGD_USDNOK,0.5505877413937867,0.5184563758389261
USDAUD_USDCAD_USDNZD_USDSEK,0.554575986565911,0.5184563758389261
USDAUD_USDCAD_USDNZD_USDSGD,0.5518471872376155,0.514261744966443
USDAUD_USDCAD_USDNZD_USDNOK,0.5533165407220823,0.4874161073825503
USDAUD_USDCAD_USDSEK_USDSGD,0.5445004198152813,0.5159395973154363
USDAUD_USDCAD_USDSEK_USDNOK,0.5445004198152813,0.5033557046979866
USDAUD_USDCAD_USDSGD_USDNOK,0.5491183879093199,0.5176174496644296
USDAUD_USDNZD_USDSEK_USDSGD,0.5486985726280437,0.5201342281879194
USDAUD_USDNZD_USDSEK_USDNOK,0.5480688497061293,0.5184563758389261
USDAUD_USDNZD_USDSGD_USDNOK,0.5505877413937867,0.5125838926174496
USDAUD_USDSEK_USDSGD_USDNOK,0.5459697732997482,0.5134228187919463
USDCAD_USDNZD_USDSEK_USDSGD,0.5531066330814441,0.5176174496644296
USDCAD_USDNZD_USDSEK_USDNOK,0.5495382031905961,0.5192953020134228
USDCAD_USDNZD_USDSGD_USDNOK,0.5533165407220823,0.5050335570469798
USDCAD_USDSEK_USDSGD_USDNOK,0.5472292191435768,0.5041946308724832
USDNZD_USDSEK_USDSGD_USDNOK,0.5505877413937867,0.5151006711409396
USDEUR_USDJPY_USDGBP_USDCHF_USDAUD,0.5606633081444165,0.5201342281879194
USDEUR_USDJPY_USDGBP_USDCHF_USDCAD,0.5648614609571788,0.4974832214765101
USDEUR_USDJPY_USDGBP_USDCHF_USDNZD,0.5665407220822838,0.4974832214765101
USDEUR_USDJPY_USDGBP_USDCHF_USDSEK,0.5619227539882452,0.5226510067114094
USDEUR_USDJPY_USDGBP_USDCHF_USDSGD,0.5650713685978169,0.5151006711409396
USDEUR_USDJPY_USDGBP_USDCHF_USDNOK,0.5564651553316541,0.5218120805369127
USDEUR_USDJPY_USDGBP_USDAUD_USDCAD,0.565281276238455,0.49916107382550334
USDEUR_USDJPY_USDGBP_USDAUD_USDNZD,0.5657010915197314,0.4890939597315436
USDEUR_USDJPY_USDGBP_USDAUD_USDSEK,0.5615029387069689,0.5184563758389261
USDEUR_USDJPY_USDGBP_USDAUD_USDSGD,0.5623425692695214,0.5134228187919463
USDEUR_USDJPY_USDGBP_USDAUD_USDNOK,0.5526868178001679,0.5209731543624161
USDEUR_USDJPY_USDGBP_USDCAD_USDNZD,0.5638119227539883,0.48070469798657717
USDEUR_USDJPY_USDGBP_USDCAD_USDSEK,0.5659109991603695,0.49916107382550334
USDEUR_USDJPY_USDGBP_USDCAD_USDSGD,0.5650713685978169,0.5016778523489933
USDEUR_USDJPY_USDGBP_USDCAD_USDNOK,0.5610831234256927,0.49580536912751677
USDEUR_USDJPY_USDGBP_USDNZD_USDSEK,0.5680100755667506,0.49916107382550334
USDEUR_USDJPY_USDGBP_USDNZD_USDSGD,0.56696053736356,0.49328859060402686
USDEUR_USDJPY_USDGBP_USDNZD_USDNOK,0.5636020151133502,0.47567114093959734
USDEUR_USDJPY_USDGBP_USDSEK_USDSGD,0.5621326616288833,0.5176174496644296
USDEUR_USDJPY_USDGBP_USDSEK_USDNOK,0.5602434928631402,0.5067114093959731
USDEUR_USDJPY_USDGBP_USDSGD_USDNOK,0.5589840470193115,0.5134228187919463
USDEUR_USDJPY_USDCHF_USDAUD_USDCAD,0.5575146935348446,0.5159395973154363
USDEUR_USDJPY_USDCHF_USDAUD_USDNZD,0.5644416456759026,0.5176174496644296
USDEUR_USDJPY_USDCHF_USDAUD_USDSEK,0.5552057094878253,0.5159395973154363
USDEUR_USDJPY_USDCHF_USDAUD_USDSGD,0.5587741393786734,0.5159395973154363
USDEUR_USDJPY_USDCHF_USDAUD_USDNOK,0.5543660789252729,0.5234899328859061
USDEUR_USDJPY_USDCHF_USDCAD_USDNZD,0.5619227539882452,0.4924496644295302
USDEUR_USDJPY_USDCHF_USDCAD_USDSEK,0.5629722921914357,0.5134228187919463
USDEUR_USDJPY_USDCHF_USDCAD_USDSGD,0.5629722921914357,0.5058724832214765
USDEUR_USDJPY_USDCHF_USDCAD_USDNOK,0.5556255247691015,0.5151006711409396
USDEUR_USDJPY_USDCHF_USDNZD_USDSEK,0.5619227539882452,0.5151006711409396
USDEUR_USDJPY_USDCHF_USDNZD_USDSGD,0.5701091519731318,0.49916107382550334
USDEUR_USDJPY_USDCHF_USDNZD_USDNOK,0.5570948782535684,0.5176174496644296
USDEUR_USDJPY_USDCHF_USDSEK_USDSGD,0.5585642317380353,0.511744966442953
USDEUR_USDJPY_USDCHF_USDSEK_USDNOK,0.5570948782535684,0.5218120805369127
USDEUR_USDJPY_USDCHF_USDSGD_USDNOK,0.5558354324097398,0.514261744966443
USDEUR_USDJPY_USDAUD_USDCAD_USDNZD,0.5625524769101595,0.4848993288590604
USDEUR_USDJPY_USDAUD_USDCAD_USDSEK,0.5554156171284634,0.511744966442953
USDEUR_USDJPY_USDAUD_USDCAD_USDSGD,0.5602434928631402,0.511744966442953
USDEUR_USDJPY_USDAUD_USDCAD_USDNOK,0.556255247691016,0.514261744966443
USDEUR_USDJPY_USDAUD_USDNZD_USDSEK,0.5621326616288833,0.5151006711409396
USDEUR_USDJPY_USDAUD_USDNZD_USDSGD,0.5650713685978169,0.49161073825503354
USDEUR_USDJPY_USDAUD_USDNZD_USDNOK,0.5568849706129303,0.5033557046979866
USDEUR_USDJPY_USDAUD_USDSEK_USDSGD,0.5583543240973972,0.5134228187919463
USDEUR_USDJPY_USDAUD_USDSEK_USDNOK,0.5539462636439967,0.5226510067114094
USDEUR_USDJPY_USDAUD_USDSGD_USDNOK,0.5526868178001679,0.5201342281879194
USDEUR_USDJPY_USDCAD_USDNZD_USDSEK,0.565281276238455,0.4966442953020134
USDEUR_USDJPY_USDCAD_USDNZD_USDSGD,0.5667506297229219,0.4924496644295302
USDEUR_USDJPY_USDCAD_USDNZD_USDNOK,0.5619227539882452,0.5041946308724832
USDEUR_USDJPY_USDCAD_USDSEK_USDSGD,0.5617128463476071,0.5109060402684564
USDEUR_USDJPY_USDCAD_USDSEK_USDNOK,0.5606633081444165,0.511744966442953
USDEUR_USDJPY_USDCAD_USDSGD_USDNOK,0.5575146935348446,0.5184563758389261
USDEUR_USDJPY_USDNZD_USDSEK_USDSGD,0.5682199832073888,0.5058724832214765
USDEUR_USDJPY_USDNZD_USDSEK_USDNOK,0.5587741393786734,0.5067114093959731
USDEUR_USDJPY_USDNZD_USDSGD_USDNOK,0.5627623845507976,0.5050335570469798
USDEUR_USDJPY_USDSEK_USDSGD_USDNOK,0.5583543240973972,0.5151006711409396
USDEUR_USDGBP_USDCHF_USDAUD_USDCAD,0.5612930310663308,0.5125838926174496
USDEUR_USDGBP_USDCHF_USDAUD_USDNZD,0.556255247691016,0.5268456375838926
USDEUR_USDGBP_USDCHF_USDAUD_USDSEK,0.5533165407220823,0.5251677852348994
USDEUR_USDGBP_USDCHF_USDAUD_USDSGD,0.5606633081444165,0.5226510067114094
USDEUR_USDGBP_USDCHF_USDAUD_USDNOK,0.5518471872376155,0.5285234899328859
USDEUR_USDGBP_USDCHF_USDCAD_USDNZD,0.5627623845507976,0.5083892617449665
USDEUR_USDGBP_USDCHF_USDCAD_USDSEK,0.5629722921914357,0.5067114093959731
USDEUR_USDGBP_USDCHF_USDCAD_USDSGD,0.5631821998320738,0.5033557046979866
USDEUR_USDGBP_USDCHF_USDCAD_USDNOK,0.5549958018471872,0.511744966442953
USDEUR_USDGBP_USDCHF_USDNZD_USDSEK,0.5617128463476071,0.5201342281879194
USDEUR_USDGBP_USDCHF_USDNZD_USDSGD,0.5604534005037783,0.5176174496644296
USDEUR_USDGBP_USDCHF_USDNZD_USDNOK,0.5560453400503779,0.5192953020134228
USDEUR_USDGBP_USDCHF_USDSEK_USDSGD,0.5579345088161209,0.5201342281879194
USDEUR_USDGBP_USDCHF_USDSEK_USDNOK,0.5564651553316541,0.5226510067114094
USDEUR_USDGBP_USDCHF_USDSGD_USDNOK,0.5526868178001679,0.5192953020134228
USDEUR_USDGBP_USDAUD_USDCAD_USDNZD,0.5610831234256927,0.5125838926174496
USDEUR_USDGBP_USDAUD_USDCAD_USDSEK,0.5650713685978169,0.5167785234899329
USDEUR_USDGBP_USDAUD_USDCAD_USDSGD,0.5661209068010076,0.5151006711409396
USDEUR_USDGBP_USDAUD_USDCAD_USDNOK,0.5587741393786734,0.5092281879194631
USDEUR_USDGBP_USDAUD_USDNZD_USDSEK,0.5596137699412259,0.5192953020134228
USDEUR_USDGBP_USDAUD_USDNZD_USDSGD,0.5631821998320738,0.5167785234899329
USDEUR_USDGBP_USDAUD_USDNZD_USDNOK,0.5566750629722922,0.5159395973154363
USDEUR_USDGBP_USDAUD_USDSEK_USDSGD,0.5587741393786734,0.5243288590604027
USDEUR_USDGBP_USDAUD_USDSEK_USDNOK,0.5522670025188917,0.5234899328859061
USDEUR_USDGBP_USDAUD_USDSGD_USDNOK,0.551007556675063,0.5218120805369127
USDEUR_USDGBP_USDCAD_USDNZD_USDSEK,0.565281276238455,0.5050335570469798
USDEUR_USDGBP_USDCAD_USDNZD_USDSGD,0.5631821998320738,0.5109060402684564
USDEUR_USDGBP_USDCAD_USDNZD_USDNOK,0.5568849706129303,0.4983221476510067
USDEUR_USDGBP_USDCAD_USDSEK_USDSGD,0.5644416456759026,0.5041946308724832
USDEUR_USDGBP_USDCAD_USDSEK_USDNOK,0.5554156171284634,0.5008389261744967
USDEUR_USDGBP_USDCAD_USDSGD_USDNOK,0.5606633081444165,0.5083892617449665
USDEUR_USDGBP_USDNZD_USDSEK_USDSGD,0.5619227539882452,0.5100671140939598
USDEUR_USDGBP_USDNZD_USDSEK_USDNOK,0.5600335852225021,0.5058724832214765
USDEUR_USDGBP_USDNZD_USDSGD_USDNOK,0.5579345088161209,0.5067114093959731
USDEUR_USDGBP_USDSEK_USDSGD_USDNOK,0.5591939546599496,0.5201342281879194
USDEUR_USDCHF_USDAUD_USDCAD_USDNZD,0.5591939546599496,0.5218120805369127
USDEUR_USDCHF_USDAUD_USDCAD_USDSEK,0.5556255247691015,0.5176174496644296
USDEUR_USDCHF_USDAUD_USDCAD_USDSGD,0.5606633081444165,0.5159395973154363
USDEUR_USDCHF_USDAUD_USDCAD_USDNOK,0.5558354324097398,0.5167785234899329
USDEUR_USDCHF_USDAUD_USDNZD_USDSEK,0.5554156171284634,0.5209731543624161
USDEUR_USDCHF_USDAUD_USDNZD_USDSGD,0.5558354324097398,0.5226510067114094
USDEUR_USDCHF_USDAUD_USDNZD_USDNOK,0.5541561712846348,0.5293624161073825
USDEUR_USDCHF_USDAUD_USDSEK_USDSGD,0.5524769101595298,0.5192953020134228
USDEUR_USDCHF_USDAUD_USDSEK_USDNOK,0.5503778337531486,0.5243288590604027
USDEUR_USDCHF_USDAUD_USDSGD_USDNOK,0.5505877413937867,0.5209731543624161
USDEUR_USDCHF_USDCAD_USDNZD_USDSEK,0.5606633081444165,0.5134228187919463
USDEUR_USDCHF_USDCAD_USDNZD_USDSGD,0.5642317380352645,0.5100671140939598
USDEUR_USDCHF_USDCAD_USDNZD_USDNOK,0.558144416456759,0.5201342281879194
USDEUR_USDCHF_USDCAD_USDSEK_USDSGD,0.558144416456759,0.5167785234899329
USDEUR_USDCHF_USDCAD_USDSEK_USDNOK,0.5520570948782536,0.5201342281879194
USDEUR_USDCHF_USDCAD_USDSGD_USDNOK,0.5507976490344249,0.5176174496644296
USDEUR_USDCHF_USDNZD_USDSEK_USDSGD,0.5594038623005877,0.5159395973154363
USDEUR_USDCHF_USDNZD_USDSEK_USDNOK,0.5520570948782536,0.5159395973154363
USDEUR_USDCHF_USDNZD_USDSGD_USDNOK,0.5543660789252729,0.5176174496644296
USDEUR_USDCHF_USDSEK_USDSGD_USDNOK,0.5520570948782536,0.5209731543624161
USDEUR_USDAUD_USDCAD_USDNZD_USDSEK,0.5612930310663308,0.5209731543624161
USDEUR_USDAUD_USDCAD_USDNZD_USDSGD,0.5623425692695214,0.5176174496644296
USDEUR_USDAUD_USDCAD_USDNZD_USDNOK,0.554575986565911,0.5159395973154363
USDEUR_USDAUD_USDCAD_USDSEK_USDSGD,0.5566750629722922,0.5184563758389261
USDEUR_USDAUD_USDCAD_USDSEK_USDNOK,0.5507976490344249,0.5159395973154363
USDEUR_USDAUD_USDCAD_USDSGD_USDNOK,0.554575986565911,0.5176174496644296
USDEUR_USDAUD_USDNZD_USDSEK_USDSGD,0.5533165407220823,0.5201342281879194
USDEUR_USDAUD_USDNZD_USDSEK_USDNOK,0.5526868178001679,0.5201342281879194
USDEUR_USDAUD_USDNZD_USDSGD_USDNOK,0.5524769101595298,0.5201342281879194
USDEUR_USDAUD_USDSEK_USDSGD_USDNOK,0.5482787573467675,0.5201342281879194
USDEUR_USDCAD_USDNZD_USDSEK_USDSGD,0.5619227539882452,0.5159395973154363
USDEUR_USDCAD_USDNZD_USDSEK_USDNOK,0.5539462636439967,0.5167785234899329
USDEUR_USDCAD_USDNZD_USDSGD_USDNOK,0.5568849706129303,0.5209731543624161
USDEUR_USDCAD_USDSEK_USDSGD_USDNOK,0.5505877413937867,0.5159395973154363
USDEUR_USDNZD_USDSEK_USDSGD_USDNOK,0.5537363560033586,0.5159395973154363
USDJPY_USDGBP_USDCHF_USDAUD_USDCAD,0.5638119227539883,0.49916107382550334
USDJPY_USDGBP_USDCHF_USDAUD_USDNZD,0.5617128463476071,0.5075503355704698
USDJPY_USDGBP_USDCHF_USDAUD_USDSEK,0.5594038623005877,0.5176174496644296
USDJPY_USDGBP_USDCHF_USDAUD_USDSGD,0.5579345088161209,0.5201342281879194
USDJPY_USDGBP_USDCHF_USDAUD_USDNOK,0.5526868178001679,0.5184563758389261
USDJPY_USDGBP_USDCHF_USDCAD_USDNZD,0.5657010915197314,0.49161073825503354
USDJPY_USDGBP_USDCHF_USDCAD_USDSEK,0.5667506297229219,0.4949664429530201
USDJPY_USDGBP_USDCHF_USDCAD_USDSGD,0.5650713685978169,0.50251677852349
USDJPY_USDGBP_USDCHF_USDCAD_USDNOK,0.5612930310663308,0.4974832214765101
USDJPY_USDGBP_USDCHF_USDNZD_USDSEK,0.5640218303946264,0.514261744966443
USDJPY_USDGBP_USDCHF_USDNZD_USDSGD,0.5619227539882452,0.5
USDJPY_USDGBP_USDCHF_USDNZD_USDNOK,0.5621326616288833,0.4890939597315436
USDJPY_USDGBP_USDCHF_USDSEK_USDSGD,0.5602434928631402,0.5184563758389261
USDJPY_USDGBP_USDCHF_USDSEK_USDNOK,0.5589840470193115,0.511744966442953
USDJPY_USDGBP_USDCHF_USDSGD_USDNOK,0.5573047858942065,0.5159395973154363
USDJPY_USDGBP_USDAUD_USDCAD_USDNZD,0.5625524769101595,0.4790268456375839
USDJPY_USDGBP_USDAUD_USDCAD_USDSEK,0.5646515533165407,0.4941275167785235
USDJPY_USDGBP_USDAUD_USDCAD_USDSGD,0.5625524769101595,0.4966442953020134
USDJPY_USDGBP_USDAUD_USDCAD_USDNOK,0.5600335852225021,0.47818791946308725
USDJPY_USDGBP_USDAUD_USDNZD_USDSEK,0.5587741393786734,0.5033557046979866
USDJPY_USDGBP_USDAUD_USDNZD_USDSGD,0.5556255247691015,0.4773489932885906
USDJPY_USDGBP_USDAUD_USDNZD_USDNOK,0.5591939546599496,0.4538590604026846
USDJPY_USDGBP_USDAUD_USDSEK_USDSGD,0.5591939546599496,0.5083892617449665
USDJPY_USDGBP_USDAUD_USDSEK_USDNOK,0.558144416456759,0.49916107382550334
USDJPY_USDGBP_USDAUD_USDSGD_USDNOK,0.5564651553316541,0.5041946308724832
USDJPY_USDGBP_USDCAD_USDNZD_USDSEK,0.568639798488665,0.4890939597315436
USDJPY_USDGBP_USDCAD_USDNZD_USDSGD,0.5629722921914357,0.4823825503355705
USDJPY_USDGBP_USDCAD_USDNZD_USDNOK,0.5642317380352645,0.4639261744966443
USDJPY_USDGBP_USDCAD_USDSEK_USDSGD,0.5636020151133502,0.4924496644295302
USDJPY_USDGBP_USDCAD_USDSEK_USDNOK,0.5646515533165407,0.4798657718120805
USDJPY_USDGBP_USDCAD_USDSGD_USDNOK,0.5619227539882452,0.47818791946308725
USDJPY_USDGBP_USDNZD_USDSEK_USDSGD,0.5650713685978169,0.4949664429530201
USDJPY_USDGBP_USDNZD_USDSEK_USDNOK,0.565281276238455,0.4639261744966443
USDJPY_USDGBP_USDNZD_USDSGD_USDNOK,0.5644416456759026,0.47231543624161076
USDJPY_USDGBP_USDSEK_USDSGD_USDNOK,0.5646515533165407,0.49077181208053694
USDJPY_USDCHF_USDAUD_USDCAD_USDNZD,0.5591939546599496,0.4983221476510067
USDJPY_USDCHF_USDAUD_USDCAD_USDSEK,0.5570948782535684,0.5067114093959731
USDJPY_USDCHF_USDAUD_USDCAD_USDSGD,0.5604534005037783,0.5125838926174496
USDJPY_USDCHF_USDAUD_USDCAD_USDNOK,0.5558354324097398,0.5016778523489933
USDJPY_USDCHF_USDAUD_USDNZD_USDSEK,0.5602434928631402,0.5167785234899329
USDJPY_USDCHF_USDAUD_USDNZD_USDSGD,0.5606633081444165,0.5058724832214765
USDJPY_USDCHF_USDAUD_USDNZD_USDNOK,0.5560453400503779,0.5234899328859061
USDJPY_USDCHF_USDAUD_USDSEK_USDSGD,0.5554156171284634,0.5041946308724832
USDJPY_USDCHF_USDAUD_USDSEK_USDNOK,0.5526868178001679,0.5176174496644296
USDJPY_USDCHF_USDAUD_USDSGD_USDNOK,0.556255247691016,0.5201342281879194
USDJPY_USDCHF_USDCAD_USDNZD_USDSEK,0.5596137699412259,0.50251677852349
USDJPY_USDCHF_USDCAD_USDNZD_USDSGD,0.5631821998320738,0.5050335570469798
USDJPY_USDCHF_USDCAD_USDNZD_USDNOK,0.5596137699412259,0.49328859060402686
USDJPY_USDCHF_USDCAD_USDSEK_USDSGD,0.5591939546599496,0.5109060402684564
USDJPY_USDCHF_USDCAD_USDSEK_USDNOK,0.5577246011754828,0.5050335570469798
USDJPY_USDCHF_USDCAD_USDSGD_USDNOK,0.5566750629722922,0.514261744966443
USDJPY_USDCHF_USDNZD_USDSEK_USDSGD,0.5631821998320738,0.5058724832214765
USDJPY_USDCHF_USDNZD_USDSEK_USDNOK,0.5566750629722922,0.511744966442953
USDJPY_USDCHF_USDNZD_USDSGD_USDNOK,0.5648614609571788,0.4966442953020134
USDJPY_USDCHF_USDSEK_USDSGD_USDNOK,0.5564651553316541,0.514261744966443
USDJPY_USDAUD_USDCAD_USDNZD_USDSEK,0.5549958018471872,0.49916107382550334
USDJPY_USDAUD_USDCAD_USDNZD_USDSGD,0.563392107472712,0.4899328859060403
USDJPY_USDAUD_USDCAD_USDNZD_USDNOK,0.5604534005037783,0.45805369127516776
USDJPY_USDAUD_USDCAD_USDSEK_USDSGD,0.5617128463476071,0.511744966442953
USDJPY_USDAUD_USDCAD_USDSEK_USDNOK,0.5558354324097398,0.4983221476510067
USDJPY_USDAUD_USDCAD_USDSGD_USDNOK,0.5600335852225021,0.5125838926174496
USDJPY_USDAUD_USDNZD_USDSEK_USDSGD,0.563392107472712,0.5100671140939598
USDJPY_USDAUD_USDNZD_USDSEK_USDNOK,0.556255247691016,0.5151006711409396
USDJPY_USDAUD_USDNZD_USDSGD_USDNOK,0.5615029387069689,0.4773489932885906
USDJPY_USDAUD_USDSEK_USDSGD_USDNOK,0.5547858942065491,0.5134228187919463
USDJPY_USDCAD_USDNZD_USDSEK_USDSGD,0.565281276238455,0.5092281879194631
USDJPY_USDCAD_USDNZD_USDSEK_USDNOK,0.5621326616288833,0.4815436241610738
USDJPY_USDCAD_USDNZD_USDSGD_USDNOK,0.5621326616288833,0.48406040268456374
USDJPY_USDCAD_USDSEK_USDSGD_USDNOK,0.5610831234256927,0.49916107382550334
USDJPY_USDNZD_USDSEK_USDSGD_USDNOK,0.5684298908480269,0.4874161073825503
USDGBP_USDCHF_USDAUD_USDCAD_USDNZD,0.5589840470193115,0.5167785234899329
USDGBP_USDCHF_USDAUD_USDCAD_USDSEK,0.5623425692695214,0.5100671140939598
USDGBP_USDCHF_USDAUD_USDCAD_USDSGD,0.5629722921914357,0.5100671140939598
USDGBP_USDCHF_USDAUD_USDCAD_USDNOK,0.5583543240973972,0.5092281879194631
USDGBP_USDCHF_USDAUD_USDNZD_USDSEK,0.5610831234256927,0.5184563758389261
USDGBP_USDCHF_USDAUD_USDNZD_USDSGD,0.5531066330814441,0.5218120805369127
USDGBP_USDCHF_USDAUD_USDNZD_USDNOK,0.5543660789252729,0.5159395973154363
USDGBP_USDCHF_USDAUD_USDSEK_USDSGD,0.5541561712846348,0.5176174496644296
USDGBP_USDCHF_USDAUD_USDSEK_USDNOK,0.5552057094878253,0.5226510067114094
USDGBP_USDCHF_USDAUD_USDSGD_USDNOK,0.5531066330814441,0.5176174496644296
USDGBP_USDCHF_USDCAD_USDNZD_USDSEK,0.5625524769101595,0.5016778523489933
USDGBP_USDCHF_USDCAD_USDNZD_USDSGD,0.5606633081444165,0.5109060402684564
USDGBP_USDCHF_USDCAD_USDNZD_USDNOK,0.5591939546599496,0.5
USDGBP_USDCHF_USDCAD_USDSEK_USDSGD,0.565281276238455,0.5008389261744967
USDGBP_USDCHF_USDCAD_USDSEK_USDNOK,0.5549958018471872,0.5016778523489933
USDGBP_USDCHF_USDCAD_USDSGD_USDNOK,0.5587741393786734,0.5058724832214765
USDGBP_USDCHF_USDNZD_USDSEK_USDSGD,0.5560453400503779,0.5134228187919463
USDGBP_USDCHF_USDNZD_USDSEK_USDNOK,0.5575146935348446,0.5050335570469798
USDGBP_USDCHF_USDNZD_USDSGD_USDNOK,0.5579345088161209,0.5125838926174496
USDGBP_USDCHF_USDSEK_USDSGD_USDNOK,0.5575146935348446,0.5176174496644296
USDGBP_USDAUD_USDCAD_USDNZD_USDSEK,0.5591939546599496,0.5100671140939598
USDGBP_USDAUD_USDCAD_USDNZD_USDSGD,0.5585642317380353,0.5134228187919463
USDGBP_USDAUD_USDCAD_USDNZD_USDNOK,0.5589840470193115,0.4790268456375839
USDGBP_USDAUD_USDCAD_USDSEK_USDSGD,0.556255247691016,0.5075503355704698
USDGBP_USDAUD_USDCAD_USDSEK_USDNOK,0.5549958018471872,0.48406040268456374
USDGBP_USDAUD_USDCAD_USDSGD_USDNOK,0.5587741393786734,0.49916107382550334
USDGBP_USDAUD_USDNZD_USDSEK_USDSGD,0.5560453400503779,0.5125838926174496
USDGBP_USDAUD_USDNZD_USDSEK_USDNOK,0.559823677581864,0.4983221476510067
USDGBP_USDAUD_USDNZD_USDSGD_USDNOK,0.5556255247691015,0.49580536912751677
USDGBP_USDAUD_USDSEK_USDSGD_USDNOK,0.5516372795969773,0.5201342281879194
USDGBP_USDCAD_USDNZD_USDSEK_USDSGD,0.5608732157850546,0.5050335570469798
USDGBP_USDCAD_USDNZD_USDSEK_USDNOK,0.5575146935348446,0.48573825503355705
USDGBP_USDCAD_USDNZD_USDSGD_USDNOK,0.5587741393786734,0.47567114093959734
USDGBP_USDCAD_USDSEK_USDSGD_USDNOK,0.5568849706129303,0.4865771812080537
USDGBP_USDNZD_USDSEK_USDSGD_USDNOK,0.5577246011754828,0.49580536912751677
USDCHF_USDAUD_USDCAD_USDNZD_USDSEK,0.5610831234256927,0.5192953020134228
USDCHF_USDAUD_USDCAD_USDNZD_USDSGD,0.559823677581864,0.5184563758389261
USDCHF_USDAUD_USDCAD_USDNZD_USDNOK,0.5583543240973972,0.5201342281879194
USDCHF_USDAUD_USDCAD_USDSEK_USDSGD,0.5554156171284634,0.5134228187919463
USDCHF_USDAUD_USDCAD_USDSEK_USDNOK,0.5516372795969773,0.5159395973154363
USDCHF_USDAUD_USDCAD_USDSGD_USDNOK,0.5585642317380353,0.5159395973154363
USDCHF_USDAUD_USDNZD_USDSEK_USDSGD,0.5579345088161209,0.5176174496644296
USDCHF_USDAUD_USDNZD_USDSEK_USDNOK,0.5558354324097398,0.5260067114093959
USDCHF_USDAUD_USDNZD_USDSGD_USDNOK,0.5575146935348446,0.5201342281879194
USDCHF_USDAUD_USDSEK_USDSGD_USDNOK,0.5533165407220823,0.5201342281879194
USDCHF_USDCAD_USDNZD_USDSEK_USDSGD,0.5623425692695214,0.514261744966443
USDCHF_USDCAD_USDNZD_USDSEK_USDNOK,0.5589840470193115,0.5209731543624161
USDCHF_USDCAD_USDNZD_USDSGD_USDNOK,0.5627623845507976,0.5184563758389261
USDCHF_USDCAD_USDSEK_USDSGD_USDNOK,0.5537363560033586,0.5184563758389261
USDCHF_USDNZD_USDSEK_USDSGD_USDNOK,0.5560453400503779,0.5151006711409396
USDAUD_USDCAD_USDNZD_USDSEK_USDSGD,0.5566750629722922,0.5176174496644296
USDAUD_USDCAD_USDNZD_USDSEK_USDNOK,0.5591939546599496,0.5109060402684564
USDAUD_USDCAD_USDNZD_USDSGD_USDNOK,0.5579345088161209,0.5033557046979866
USDAUD_USDCAD_USDSEK_USDSGD_USDNOK,0.5526868178001679,0.5041946308724832
USDAUD_USDNZD_USDSEK_USDSGD_USDNOK,0.5541561712846348,0.5151006711409396
USDCAD_USDNZD_USDSEK_USDSGD_USDNOK,0.5575146935348446,0.5176174496644296
USDEUR_USDJPY_USDGBP_USDCHF_USDAUD_USDCAD,0.5684298908480269,0.5083892617449665
USDEUR_USDJPY_USDGBP_USDCHF_USDAUD_USDNZD,0.5663308144416457,0.5218120805369127
USDEUR_USDJPY_USDGBP_USDCHF_USDAUD_USDSEK,0.563392107472712,0.5184563758389261
USDEUR_USDJPY_USDGBP_USDCHF_USDAUD_USDSGD,0.5650713685978169,0.5159395973154363
USDEUR_USDJPY_USDGBP_USDCHF_USDAUD_USDNOK,0.5594038623005877,0.5268456375838926
USDEUR_USDJPY_USDGBP_USDCHF_USDCAD_USDNZD,0.5713685978169606,0.4949664429530201
USDEUR_USDJPY_USDGBP_USDCHF_USDCAD_USDSEK,0.5709487825356843,0.5067114093959731
USDEUR_USDJPY_USDGBP_USDCHF_USDCAD_USDSGD,0.5749370277078085,0.5
USDEUR_USDJPY_USDGBP_USDCHF_USDCAD_USDNOK,0.5646515533165407,0.5008389261744967
USDEUR_USDJPY_USDGBP_USDCHF_USDNZD_USDSEK,0.5657010915197314,0.5192953020134228
USDEUR_USDJPY_USDGBP_USDCHF_USDNZD_USDSGD,0.5703190596137699,0.49161073825503354
USDEUR_USDJPY_USDGBP_USDCHF_USDNZD_USDNOK,0.5684298908480269,0.50251677852349
USDEUR_USDJPY_USDGBP_USDCHF_USDSEK_USDSGD,0.5640218303946264,0.5184563758389261
USDEUR_USDJPY_USDGBP_USDCHF_USDSEK_USDNOK,0.563392107472712,0.5167785234899329
USDEUR_USDJPY_USDGBP_USDCHF_USDSGD_USDNOK,0.5602434928631402,0.5192953020134228
USDEUR_USDJPY_USDGBP_USDAUD_USDCAD_USDNZD,0.5730478589420654,0.4890939597315436
USDEUR_USDJPY_USDGBP_USDAUD_USDCAD_USDSEK,0.5698992443324937,0.5033557046979866
USDEUR_USDJPY_USDGBP_USDAUD_USDCAD_USDSGD,0.5694794290512175,0.5050335570469798
USDEUR_USDJPY_USDGBP_USDAUD_USDCAD_USDNOK,0.5667506297229219,0.5050335570469798
USDEUR_USDJPY_USDGBP_USDAUD_USDNZD_USDSEK,0.5631821998320738,0.514261744966443
USDEUR_USDJPY_USDGBP_USDAUD_USDNZD_USDSGD,0.5717884130982368,0.49328859060402686
USDEUR_USDJPY_USDGBP_USDAUD_USDNZD_USDNOK,0.5650713685978169,0.4874161073825503
