DATE,USDEUR,USDJPY,USDGBP,USDCHF,USDAUD,USDCAD,USDHKD,USDNZD,USDSEK,USDSGD,USDNOK,USDKRW,USDTRY,USDMXN
2002-09-06,0.9843,118.48,1.5597,1.4825,0.5467,1.5637,3.8,0.4702,9.3696,1.749,7.486,1196.6,3.8,3.8
2002-09-09,0.9817,118.85,1.5585,1.4848,0.5467,1.5662,3.8,0.4692,9.3725,1.7505,7.5025,1196.8,3.8,3.8
2002-09-10,0.9752,119.78,1.5544,1.496,0.5468,1.5737,3.8,0.47,9.4255,1.7576,7.5823,1194.1,3.8,3.8
2002-09-11,0.9724,120.64,1.5492,1.5067,0.5476,1.577,3.8,0.4703,9.416,1.7597,7.598,1210.0,3.8,3.8
2002-09-12,0.9761,120.68,1.5549,1.5042,0.5518,1.5848,3.8,0.474,9.419,1.7625,7.531,1201.0,3.8,3.8
2002-09-13,0.9743,121.5,1.5585,1.502,0.5504,1.5858,3.8,0.474,9.452,1.771,7.5425,1203.7,3.8,3.8
2002-09-16,0.9723,122.17,1.544,1.51,0.5487,1.583,3.8,0.471,9.364,1.7815,7.549,1220.0,3.8,3.8
2002-09-17,0.9685,122.64,1.5343,1.5202,0.5474,1.5791,3.8,0.4695,9.413,1.779,7.579,1218.6,3.8,3.8
2002-09-18,0.9789,121.49,1.5525,1.4982,0.5485,1.5835,3.8,0.4704,9.303,1.7724,7.5055,1213.0,3.8,3.8
2002-09-19,0.9817,121.48,1.5545,1.492,0.551,1.5727,3.8,0.4748,9.243,1.7712,7.4595,1210.0,3.8,3.8
2002-09-20,0.9839,123.16,1.5558,1.488,0.5464,1.573,3.8,0.4707,9.193,1.7783,7.488,1210.0,3.8,3.8
2002-09-23,0.9822,123.93,1.5575,1.491,0.5447,1.5845,3.8,0.4697,9.243,1.782,7.477,1220.3,3.8,3.8
2002-09-24,0.9815,123.38,1.5565,1.4918,0.5445,1.5856,3.8,0.4708,9.268,1.7808,7.451,1232.0,3.8,3.8
2002-09-25,0.9797,122.72,1.5625,1.4933,0.5445,1.5812,3.8,0.4702,9.3053,1.7838,7.475,1235.0,3.8,3.8
2002-09-26,0.9755,122.59,1.5563,1.5029,0.5443,1.5769,3.8,0.4703,9.371,1.7845,7.51,1228.6,3.8,3.8
2002-09-27,0.9772,122.86,1.5548,1.5008,0.544,1.5777,3.8,0.4706,9.304,1.779,7.5,1227.9,3.8,3.8
2002-09-30,0.9879,121.74,1.57,1.4758,0.5429,1.5863,3.8,0.4698,9.274,1.778,7.41,1227.7,3.8,3.8
2002-10-01,0.9859,122.73,1.5708,1.4793,0.5422,1.5863,3.8,0.471,9.219,1.7887,7.425,1227.5,3.8,3.8
2002-10-02,0.9842,123.21,1.5655,1.4836,0.5442,1.5855,3.8,0.4743,9.221,1.7867,7.428,1230.4,3.8,3.8
2002-10-03,0.9871,123.04,1.5704,1.4794,0.5465,1.5903,3.8,0.4777,9.198,1.7848,7.401,1230.4,3.8,3.8
2002-10-04,0.9821,123.02,1.569,1.4893,0.5461,1.5943,3.8,0.4784,9.258,1.7827,7.428,1232.4,3.8,3.8
2002-10-07,0.9816,124.44,1.5643,1.49,0.5497,1.5922,3.8,0.4844,9.275,1.7922,7.4235,1240.7,3.8,3.8
2002-10-08,0.9796,124.26,1.5569,1.4959,0.547,1.5935,3.8,0.482,9.353,1.7885,7.418,1254.0,3.8,3.8
2002-10-09,0.9868,123.55,1.5595,1.4837,0.5485,1.5933,3.8,0.4809,9.29,1.786,7.406,1246.5,3.8,3.8
2002-10-10,0.9861,123.64,1.5625,1.4841,0.5473,1.5916,3.8,0.4795,9.2775,1.794,7.3895,1257.8,3.8,3.8
2002-10-11,0.9854,124.04,1.5605,1.486,0.5485,1.5888,3.8,0.4807,9.246,1.7935,7.393,1260.3,3.8,3.8
2002-10-14,,,,,,,,,,,,,,
2002-10-15,0.981,124.66,1.5542,1.4958,0.5467,1.5857,3.8,0.4795,9.241,1.8035,7.437,1260.0,3.8,3.8
2002-10-16,0.9824,124.3,1.5543,1.4924,0.5487,1.584,3.8,0.4808,9.242,1.789,7.467,1246.9,3.8,3.8
2002-10-17,0.9718,124.8,1.5525,1.5119,0.55,1.5725,3.8,0.4812,9.3825,1.785,7.645,1249.0,3.8,3.8
2002-10-18,0.9708,125.52,1.5461,1.514,0.5498,1.5723,3.8,0.4811,9.384,1.7913,7.6275,1244.0,3.8,3.8
2002-10-21,0.9732,124.71,1.5418,1.511,0.553,1.5682,3.8,0.4837,9.335,1.7834,7.593,1240.0,3.8,3.8
2002-10-22,0.9782,125.09,1.5463,1.5015,0.5527,1.568,3.8,0.4847,9.3445,1.7829,7.585,1250.0,3.8,3.8
2002-10-23,0.9772,124.17,1.5499,1.5004,0.5526,1.5685,3.8,0.4841,9.385,1.7797,7.566,1231.9,3.8,3.8
2002-10-24,0.9742,124.77,1.5478,1.5062,0.555,1.561,3.8,0.4857,9.37,1.784,7.575,1231.9,3.8,3.8
2002-10-25,0.9767,124.14,1.5533,1.5014,0.5545,1.5676,3.8,0.4868,9.3405,1.775,7.541,1231.6,3.8,3.8
2002-10-28,0.9843,123.64,1.5602,1.4882,0.5585,1.5607,3.8,0.4893,9.242,1.7766,7.5035,1233.5,3.8,3.8
2002-10-29,0.9851,122.55,1.5585,1.487,0.5561,1.5632,3.8,0.4853,9.2505,1.7675,7.51,1227.4,3.8,3.8
2002-10-30,0.9835,122.91,1.5568,1.4893,0.5528,1.5677,3.8,0.4825,9.218,1.772,7.5025,1234.0,3.8,3.8
2002-10-31,0.9881,122.78,1.563,1.4805,0.5548,1.561,3.8,0.4856,9.1885,1.7672,7.4555,1224.0,3.8,3.8
2002-11-01,0.9971,122.16,1.5638,1.4673,0.5595,1.558,3.8,0.492,9.13,1.763,7.385,1225.8,3.8,3.8
2002-11-04,0.9953,122.46,1.5545,1.47,0.561,1.5562,3.8,0.4966,9.165,1.7635,7.399,1223.0,3.8,3.8
2002-11-05,0.9994,121.84,1.5625,1.4635,0.5615,1.5563,3.8,0.4962,9.146,1.7581,7.369,1230.0,3.8,3.8
2002-11-06,0.9974,122.22,1.559,1.4663,0.5615,1.5586,3.8,0.4951,9.137,1.7673,7.387,1229.0,3.8,3.8
2002-11-07,1.0092,121.26,1.5796,1.4506,0.566,1.5528,3.8,0.4993,9.0515,1.764,7.271,1212.2,3.8,3.8
2002-11-08,1.0139,119.72,1.5915,1.4434,0.5658,1.5644,3.8,0.498,8.9708,1.759,7.2219,1202.0,3.8,3.8
2002-11-11,,,,,,,,,,,,,,
2002-11-12,1.0105,119.57,1.5879,1.4465,0.561,1.5739,3.8,0.4945,8.988,1.764,7.245,1200.5,3.8,3.8
2002-11-13,1.006,120.28,1.585,1.4577,0.5598,1.5765,3.8,0.4956,9.015,1.7663,7.288,1197.2,3.8,3.8
2002-11-14,1.0034,120.45,1.5788,1.4615,0.5626,1.5748,3.8,0.4995,9.053,1.7618,7.294,1206.7,3.8,3.8
2002-11-15,1.0082,120.37,1.579,1.4542,0.5628,1.5815,3.8,0.4998,9.01,1.763,7.25,1203.3,3.8,3.8
2002-11-18,1.0083,121.15,1.579,1.4555,0.5635,1.5903,3.8,0.4975,8.989,1.7648,7.25,1212.0,3.8,3.8
2002-11-19,1.0107,121.65,1.588,1.4527,0.5583,1.5853,3.8,0.4962,8.997,1.7675,7.29,1203.5,3.8,3.8
2002-11-20,1.0024,122.52,1.575,1.4649,0.5595,1.584,3.8,0.4974,9.05,1.7697,7.31,1211.5,3.8,3.8
2002-11-21,0.9984,122.92,1.5753,1.4714,0.5622,1.5783,3.8,0.503,9.018,1.7705,7.3195,1218.0,3.8,3.8
2002-11-22,0.9966,122.84,1.5778,1.4768,0.5638,1.5804,3.8,0.5025,9.0395,1.77,7.326,1206.9,3.8,3.8
2002-11-25,0.9937,122.32,1.5667,1.4839,0.559,1.5735,3.8,0.4993,9.097,1.7735,7.358,1215.0,3.8,3.8
2002-11-26,0.9913,121.89,1.5485,1.4878,0.5597,1.572,3.8,0.495,9.1365,1.7643,7.3425,1201.1,3.8,3.8
2002-11-27,0.9895,122.21,1.544,1.4895,0.5563,1.575,3.8,0.4925,9.169,1.764,7.358,1197.4,3.8,3.8
2002-11-28,,,,,,,,,,,,,,
2002-11-29,0.9932,122.72,1.5553,1.486,0.5601,1.5658,3.8,0.498,9.076,1.7672,7.334,1198.7,3.8,3.8
2002-12-02,0.9927,124.61,1.5555,1.4845,0.5591,1.5595,3.8,0.4975,9.0745,1.7723,7.314,1220.0,3.8,3.8
2002-12-03,0.9968,124.42,1.5687,1.4767,0.5589,1.5573,3.8,0.4986,9.064,1.7715,7.302,1217.6,3.8,3.8
2002-12-04,0.9999,124.84,1.5682,1.4729,0.5604,1.5579,3.8,0.5007,9.075,1.771,7.27,1216.5,3.8,3.8
2002-12-05,0.9989,124.99,1.5708,1.4731,0.5614,1.5612,3.8,0.5018,9.07,1.776,7.29,1221.0,3.8,3.8
2002-12-06,1.0081,123.69,1.573,1.4602,0.5603,1.566,3.8,0.5015,9.009,1.7672,7.222,1221.0,3.8,3.8
2002-12-09,1.0088,123.36,1.5785,1.4595,0.563,1.5615,3.8,0.5036,9.012,1.7653,7.2515,1209.0,3.8,3.8
2002-12-10,1.0073,123.66,1.5699,1.4628,0.5595,1.5612,3.8,0.5033,9.03,1.7663,7.276,1213.0,3.8,3.8
2002-12-11,1.0083,123.46,1.5744,1.4621,0.5607,1.5562,3.8,0.5022,9.021,1.763,7.2945,1208.0,3.8,3.8
2002-12-12,1.0189,122.75,1.58,1.449,0.5651,1.555,3.8,0.5095,8.9445,1.76,7.2025,1208.0,3.8,3.8
2002-12-13,1.0226,120.71,1.5896,1.4421,0.5646,1.5603,3.8,0.5136,8.943,1.748,7.169,1205.0,3.8,3.8
2002-12-16,1.021,121.28,1.5905,1.4448,0.566,1.5627,3.8,0.5135,8.902,1.749,7.14,1203.4,3.8,3.8
2002-12-17,1.0267,121.27,1.5963,1.4323,0.566,1.551,3.8,0.5174,8.8695,1.748,7.1175,1204.0,3.8,3.8
2002-12-18,1.0254,121.12,1.6,1.4296,0.565,1.5538,3.8,0.5143,8.868,1.7457,7.125,1202.0,3.8,3.8
2002-12-19,1.0217,120.86,1.5986,1.431,0.565,1.5478,3.8,0.5165,8.916,1.745,7.127,1202.0,3.8,3.8
2002-12-20,1.0268,120.52,1.6015,1.425,0.5618,1.5525,3.8,0.515,8.865,1.7442,7.098,1205.0,3.8,3.8
2002-12-23,1.0217,120.77,1.587,1.425,0.5613,1.5508,3.8,0.5152,8.93,1.7408,7.1025,1201.0,3.8,3.8
2002-12-24,1.0305,120.27,1.5958,1.4097,0.563,1.5482,3.8,0.5167,8.864,1.738,7.054,1200.9,3.8,3.8
2002-12-25,,,,,,,,,,,,,,
2002-12-26,1.0358,120.12,1.5978,1.4039,0.5627,1.5532,3.8,0.5174,8.811,1.739,7.012,1200.0,3.8,3.8
2002-12-27,1.0411,119.92,1.6022,1.3954,0.5608,1.5683,3.8,0.5182,8.813,1.7355,7.003,1198.0,3.8,3.8
2002-12-30,1.046,118.38,1.6044,1.3922,0.5636,1.5792,3.8,0.5255,8.76,1.7352,6.961,1197.2,3.8,3.8
2002-12-31,1.0485,118.75,1.6095,1.3833,0.5625,1.58,3.8,0.5239,8.695,1.7352,6.9375,1186.3,3.8,3.8
2003-01-01,,,,,,,,,,,,,,
2003-01-02,1.0361,119.86,1.5975,1.4015,0.5629,1.575,3.8,0.5222,8.792,1.7448,7.002,1190.0,3.8,3.8
2003-01-03,1.0418,119.85,1.6045,1.3975,0.5655,1.5665,3.8,0.5246,8.717,1.744,6.956,1197.3,3.8,3.8
2003-01-06,1.0469,119.06,1.608,1.3928,0.5762,1.5598,3.8,0.5331,8.677,1.7372,6.917,1189.0,3.8,3.8
2003-01-07,1.0419,120.18,1.6055,1.3983,0.5753,1.559,3.8,0.5312,8.695,1.743,6.932,1185.0,3.8,3.8
2003-01-08,1.0447,119.35,1.6063,1.3963,0.5749,1.5613,3.8,0.5301,8.694,1.739,6.9235,1186.0,3.8,3.8
2003-01-09,1.0467,119.57,1.6035,1.3943,0.5765,1.5541,3.8,0.5306,8.713,1.7409,6.916,1182.0,3.8,3.8
2003-01-10,1.0535,119.44,1.6079,1.386,0.582,1.5502,3.8,0.5359,8.678,1.7385,6.876,1181.0,3.8,3.8
2003-01-13,1.0535,119.03,1.603,1.3868,0.5833,1.5423,3.8,0.5382,8.6985,1.7375,6.952,1177.0,3.8,3.8
2003-01-14,1.0571,117.96,1.607,1.384,0.5832,1.5396,3.8,0.5382,8.672,1.7328,6.9375,1176.0,3.8,3.8
2003-01-15,1.0576,117.91,1.6029,1.3829,0.5848,1.5353,3.8,0.538,8.67,1.7342,6.894,1175.0,3.8,3.8
2003-01-16,1.0569,118.02,1.6073,1.3828,0.587,1.5366,3.8,0.5431,8.676,1.7333,6.872,1171.0,3.8,3.8
2003-01-17,1.066,117.88,1.6173,1.3678,0.5909,1.5355,3.8,0.5511,8.6245,1.733,6.829,1173.5,3.8,3.8
2003-01-20,,,,,,,,,,,,,,
2003-01-21,1.0677,118.57,1.6123,1.3687,0.5867,1.5332,3.8,0.5437,8.656,1.7355,6.951,1178.0,3.8,3.8
2003-01-22,1.0729,118.15,1.6162,1.3629,0.5862,1.5324,3.8,0.5437,8.623,1.733,6.894,1176.9,3.8,3.8
2003-01-23,1.0767,117.83,1.6233,1.358,0.5908,1.524,3.8,0.5477,8.6,1.7308,6.9345,1166.1,3.8,3.8
2003-01-24,1.0825,117.8,1.632,1.3528,0.5922,1.522,3.8,0.5502,8.525,1.731,6.8725,1166.1,3.8,3.8
2003-01-27,1.0838,118.64,1.6351,1.3554,0.5896,1.5246,3.8,0.5492,8.525,1.731,6.8975,1164.6,3.8,3.8
2003-01-28,1.0833,118.67,1.64,1.356,0.5887,1.5359,3.8,0.5472,8.533,1.733,6.899,1173.0,3.8,3.8
2003-01-29,1.0861,118.13,1.6457,1.3512,0.5908,1.5235,3.8,0.5492,8.475,1.7308,6.8725,1168.0,3.8,3.8
2003-01-30,1.0776,119.22,1.6482,1.3629,0.5872,1.531,3.8,0.5449,8.515,1.739,6.895,1165.0,3.8,3.8
2003-01-31,1.0739,119.96,1.6448,1.3683,0.586,1.5286,3.8,0.544,8.614,1.7396,6.966,1165.0,3.8,3.8
2003-02-03,1.0761,120.47,1.6405,1.3631,0.5843,1.5207,3.8,0.5439,8.565,1.7423,6.96,1184.0,3.8,3.8
2003-02-04,1.0875,119.75,1.648,1.3493,0.5906,1.5146,3.8,0.5485,8.493,1.7378,6.913,1177.0,3.8,3.8
2003-02-05,1.0842,119.78,1.6455,1.354,0.5902,1.5195,3.8,0.5487,8.535,1.7425,6.965,1174.3,3.8,3.8
2003-02-06,1.0828,119.93,1.6354,1.3541,0.591,1.5213,3.8,0.5484,8.475,1.74,6.921,1173.0,3.8,3.8
2003-02-07,1.0801,120.4,1.6284,1.3584,0.5903,1.5215,3.8,0.5477,8.49,1.7473,6.931,1184.5,3.8,3.8
2003-02-10,1.074,121.25,1.6275,1.366,0.5894,1.5315,3.8,0.5488,8.545,1.758,6.9475,1196.6,3.8,3.8
2003-02-11,1.0747,121.19,1.6193,1.3653,0.5893,1.5303,3.8,0.5489,8.512,1.7538,6.95,1206.0,3.8,3.8
2003-02-12,1.0716,121.3,1.6155,1.37,0.59,1.529,3.8,0.5492,8.5245,1.7582,6.973,1199.4,3.8,3.8
2003-02-13,1.0834,120.49,1.6209,1.3559,0.596,1.5199,3.8,0.5537,8.41,1.754,6.96,1203.5,3.8,3.8
2003-02-14,1.0799,120.41,1.6105,1.3618,0.5921,1.5191,3.8,0.5517,8.443,1.7538,6.971,1196.5,3.8,3.8
2003-02-17,,,,,,,,,,,,,,
2003-02-18,1.0708,118.93,1.5921,1.3745,0.5912,1.515,3.8,0.5507,8.524,1.7509,7.022,1199.0,3.8,3.8
2003-02-19,1.0744,118.65,1.5957,1.3697,0.5943,1.514,3.8,0.5525,8.477,1.7506,7.007,1193.0,3.8,3.8
2003-02-20,1.0821,118.18,1.5925,1.356,0.5985,1.5047,3.8,0.5577,8.411,1.7435,6.9265,1191.4,3.8,3.8
2003-02-21,1.0787,118.78,1.5864,1.3618,0.5972,1.5052,3.8,0.5582,8.46,1.7445,7.0,1194.0,3.8,3.8
2003-02-24,1.0783,117.78,1.586,1.3592,0.6057,1.4944,3.8,0.5654,8.465,1.739,7.0415,1187.1,3.8,3.8
2003-02-25,1.0782,117.14,1.5727,1.3538,0.6053,1.4928,3.8,0.5657,8.453,1.7325,7.0707,1192.0,3.8,3.8
2003-02-26,1.0797,117.19,1.5806,1.355,0.6075,1.4939,3.8,0.5652,8.421,1.7355,7.083,1186.0,3.8,3.8
2003-02-27,1.0763,117.58,1.5798,1.3598,0.6054,1.4954,3.8,0.562,8.482,1.7361,7.198,1186.0,3.8,3.8
2003-02-28,1.0779,118.22,1.5737,1.3557,0.6075,1.488,3.8,0.558,8.505,1.7374,7.168,1193.7,3.8,3.8
2003-03-03,1.0835,117.93,1.5755,1.3468,0.6136,1.4853,3.8,0.561,8.497,1.7365,7.1665,1184.6,3.8,3.8
2003-03-04,1.0883,117.96,1.582,1.34,0.6137,1.4775,3.8,0.5612,8.425,1.7365,7.143,1197.0,3.8,3.8
2003-03-05,1.0967,117.32,1.6003,1.3299,0.6161,1.4727,3.8,0.5648,8.378,1.7325,7.059,1199.2,3.8,3.8
2003-03-06,1.0997,117.22,1.6049,1.3314,0.6142,1.4714,3.8,0.5655,8.365,1.7369,7.1425,1218.0,3.8,3.8
2003-03-07,1.1014,116.47,1.602,1.3338,0.6137,1.4665,3.8,0.5612,8.373,1.7355,7.2155,1219.0,3.8,3.8
2003-03-10,1.1062,116.55,1.6007,1.3247,0.6157,1.4659,3.8,0.5614,8.367,1.7348,7.185,1243.0,3.8,3.8
2003-03-11,1.1028,117.07,1.6038,1.3316,0.604,1.4725,3.8,0.5533,8.449,1.7389,7.177,1225.8,3.8,3.8
2003-03-12,1.1023,117.18,1.6129,1.3315,0.5959,1.4728,3.8,0.5504,8.431,1.7468,7.125,1245.0,3.8,3.8
2003-03-13,1.087,118.31,1.6057,1.349,0.5941,1.4855,3.8,0.5467,8.5,1.7502,7.19,1241.0,3.8,3.8
2003-03-14,1.0725,118.59,1.5821,1.369,0.5966,1.4822,3.8,0.5511,8.577,1.7592,7.253,1241.5,3.8,3.8
2003-03-17,1.0606,118.45,1.5682,1.3845,0.5922,1.4835,3.8,0.5486,8.668,1.7658,7.3545,1249.8,3.8,3.8
2003-03-18,1.0624,118.9,1.5624,1.3843,0.5927,1.4788,3.8,0.548,8.699,1.767,7.457,1254.8,3.8,3.8
2003-03-19,1.059,120.13,1.5648,1.3903,0.5913,1.4804,3.8,0.5505,8.675,1.7724,7.4375,1258.0,3.8,3.8
2003-03-20,1.0613,120.05,1.567,1.387,0.5935,1.4788,3.8,0.5535,8.639,1.765,7.4125,1245.0,3.8,3.8
2003-03-21,1.0545,121.42,1.566,1.4,0.5905,1.4905,3.8,0.5482,8.703,1.7713,7.464,1254.0,3.8,3.8
2003-03-24,1.0644,120.69,1.5748,1.3847,0.5947,1.4805,3.8,0.5514,8.675,1.7658,7.39,1251.1,3.8,3.8
2003-03-25,1.0673,120.03,1.5707,1.3805,0.5968,1.477,3.8,0.5512,8.673,1.7667,7.33,1251.0,3.8,3.8
2003-03-26,1.0677,120.13,1.5742,1.3827,0.5972,1.4711,3.8,0.5468,8.653,1.77,7.338,1244.4,3.8,3.8
2003-03-27,1.0708,119.78,1.5676,1.3807,0.6,1.4673,3.8,0.5495,8.6425,1.768,7.3525,1247.0,3.8,3.8
2003-03-28,1.0762,120.18,1.5673,1.3724,0.6003,1.468,3.8,0.5497,8.561,1.773,7.328,1260.0,3.8,3.8
2003-03-31,1.09,118.07,1.579,1.3538,0.6045,1.4695,3.8,0.5538,8.4735,1.7645,7.276,1252.0,3.8,3.8
2003-04-01,1.0904,118.25,1.5767,1.3537,0.6045,1.4729,3.8,0.5545,8.483,1.7714,7.204,1262.0,3.8,3.8
2003-04-02,1.0765,119.17,1.5659,1.3794,0.5997,1.4762,3.8,0.5497,8.585,1.772,7.265,1255.4,3.8,3.8
2003-04-03,1.0736,119.55,1.5718,1.3809,0.5996,1.476,3.8,0.5483,8.565,1.779,7.245,1256.0,3.8,3.8
2003-04-04,1.0711,120.05,1.5597,1.3875,0.601,1.472,3.8,0.5416,8.5927,1.7763,7.2544,1258.0,3.8,3.8
2003-04-07,1.0621,120.41,1.55,1.3995,0.597,1.4843,3.8,0.5375,8.6425,1.7829,7.305,1257.8,3.8,3.8
2003-04-08,1.0684,119.91,1.5507,1.3905,0.6004,1.4677,3.8,0.5448,8.568,1.7838,7.28,1253.5,3.8,3.8
2003-04-09,1.0722,120.55,1.5562,1.3858,0.6032,1.4678,3.8,0.5456,8.527,1.7817,7.26,1246.0,3.8,3.8
2003-04-10,1.0803,119.58,1.5719,1.3846,0.6061,1.457,3.8,0.5464,8.475,1.7755,7.308,1230.0,3.8,3.8
2003-04-11,1.0751,120.47,1.5713,1.3933,0.6047,1.4519,3.8,0.545,8.49,1.7807,7.318,1229.6,3.8,3.8
2003-04-14,1.0773,120.3,1.5713,1.3895,0.6031,1.4533,3.8,0.5467,8.473,1.7811,7.31,1225.0,3.8,3.8
2003-04-15,1.0801,120.2,1.5705,1.3912,0.6056,1.4515,3.8,0.5514,8.484,1.7815,7.263,1220.0,3.8,3.8
2003-04-16,1.0872,120.04,1.574,1.3785,0.6115,1.4563,3.8,0.5575,8.424,1.776,7.223,1217.0,3.8,3.8
2003-04-17,1.0907,119.3,1.5748,1.377,0.6147,1.449,3.8,0.5569,8.402,1.767,7.202,1207.0,3.8,3.8
2003-04-18,1.0882,119.72,1.5733,1.381,0.6144,1.45,3.8,0.5565,8.4125,1.7675,7.2115,1204.0,3.8,3.8
2003-04-21,1.0857,120.55,1.5592,1.3901,0.614,1.4547,3.8,0.5555,8.42,1.772,7.225,1209.0,3.8,3.8
2003-04-22,1.0966,119.68,1.5768,1.3708,0.6212,1.4473,3.8,0.5612,8.335,1.7768,7.156,1219.0,3.8,3.8
2003-04-23,1.0949,120.33,1.5815,1.3759,0.6173,1.4512,3.8,0.5575,8.319,1.779,7.161,1219.0,3.8,3.8
2003-04-24,1.1039,119.83,1.5971,1.359,0.6205,1.4579,3.8,0.5553,8.25,1.7785,7.083,1220.5,3.8,3.8
2003-04-25,1.104,120.25,1.5915,1.3612,0.6152,1.4535,3.8,0.5535,8.264,1.7837,7.071,1238.5,3.8,3.8
2003-04-28,1.0999,120.34,1.5906,1.3695,0.6192,1.4504,3.8,0.5564,8.323,1.7779,7.053,1222.5,3.8,3.8
2003-04-29,1.101,120.14,1.5904,1.3688,0.62,1.446,3.8,0.5567,8.285,1.7779,7.0775,1219.0,3.8,3.8
2003-04-30,1.118,119.07,1.6,1.3545,0.6262,1.4336,3.8,0.56,8.17,1.7745,6.995,1215.5,3.8,3.8
2003-05-01,1.1238,118.56,1.6103,1.342,0.6318,1.4191,3.8,0.5616,8.118,1.7696,6.9501,1213.0,3.8,3.8
2003-05-02,1.12,119.1,1.602,1.348,0.6298,1.4221,3.8,0.5627,8.147,1.7727,7.03,1213.0,3.8,3.8
2003-05-05,1.1271,118.64,1.606,1.344,0.6343,1.4134,3.8,0.5665,8.067,1.7591,6.994,1217.0,3.8,3.8
2003-05-06,1.1354,117.94,1.614,1.3331,0.6383,1.4085,3.8,0.5705,8.0055,1.743,6.911,1201.0,3.8,3.8
2003-05-07,1.134,116.51,1.593,1.3264,0.6362,1.401,3.8,0.5655,8.025,1.739,6.9265,1199.0,3.8,3.8
2003-05-08,1.1453,116.65,1.6034,1.3172,0.6424,1.395,3.8,0.5739,7.965,1.7415,6.874,1199.0,3.8,3.8
2003-05-09,1.1498,117.2,1.6045,1.3114,0.6448,1.393,3.8,0.5764,7.972,1.7405,6.848,1202.0,3.8,3.8
2003-05-12,1.1557,116.94,1.6095,1.3107,0.6482,1.3885,3.8,0.5802,7.944,1.7331,6.808,1192.0,3.8,3.8
2003-05-13,1.1499,116.56,1.6092,1.3168,0.6458,1.3898,3.8,0.575,7.981,1.734,6.8585,1196.0,3.8,3.8
2003-05-14,1.1498,116.16,1.6163,1.3157,0.6474,1.3786,3.8,0.5755,7.982,1.7295,6.8465,1200.0,3.8,3.8
2003-05-15,1.1457,115.94,1.6262,1.3151,0.6425,1.3757,3.8,0.5726,7.9958,1.7175,6.8408,1196.4,3.8,3.8
2003-05-16,1.1542,116.01,1.6241,1.3102,0.6502,1.3672,3.8,0.5775,7.925,1.7255,6.798,1199.9,3.8,3.8
2003-05-19,1.1686,116.58,1.6352,1.2945,0.656,1.3604,3.8,0.5855,7.857,1.7262,6.804,1195.0,3.8,3.8
2003-05-20,1.1685,116.77,1.6393,1.294,0.6572,1.3446,3.8,0.586,7.865,1.7243,6.786,1202.0,3.8,3.8
2003-05-21,1.1707,117.23,1.6415,1.2903,0.6563,1.3498,3.8,0.5835,7.826,1.7245,6.71,1194.3,3.8,3.8
2003-05-22,1.17,117.25,1.6346,1.294,0.6585,1.3679,3.8,0.5829,7.8285,1.7228,6.7185,1195.4,3.8,3.8
2003-05-23,1.1786,116.89,1.6376,1.293,0.6575,1.3783,3.8,0.5825,7.792,1.7233,6.677,1194.4,3.8,3.8
2003-05-26,,,,,,,,,,,,,,
2003-05-27,1.1853,117.12,1.64,1.2851,0.6585,1.3754,3.8,0.5834,7.753,1.722,6.645,1198.9,3.8,3.8
2003-05-28,1.1742,118.73,1.635,1.299,0.6479,1.3867,3.8,0.5744,7.786,1.7358,6.718,1200.5,3.8,3.8
2003-05-29,1.1835,118.45,1.6484,1.2898,0.6477,1.3769,3.8,0.5758,7.7479,1.731,6.6684,1207.1,3.8,3.8
2003-05-30,1.1766,119.5,1.6393,1.3022,0.6513,1.3712,3.8,0.5759,7.7654,1.735,6.6917,1210.0,3.8,3.8
2003-06-02,1.1744,118.52,1.6372,1.2973,0.6564,1.3696,3.8,0.5802,7.773,1.7288,6.725,1203.0,3.8,3.8
2003-06-03,1.1702,119.27,1.6278,1.3127,0.6599,1.3768,3.8,0.579,7.7945,1.7282,6.864,1201.5,3.8,3.8
2003-06-04,1.1708,118.6,1.6333,1.3129,0.6657,1.3575,3.8,0.5803,7.8008,1.7245,6.9052,1201.0,3.8,3.8
2003-06-05,1.187,117.61,1.6597,1.2973,0.6674,1.3404,3.8,0.581,7.6745,1.7175,6.875,1200.3,3.8,3.8
2003-06-06,1.1695,118.83,1.6622,1.3233,0.6591,1.354,3.8,0.5772,7.799,1.729,6.975,1200.3,3.8,3.8
2003-06-09,1.1743,118.11,1.6452,1.3131,0.6583,1.3585,3.8,0.5748,7.7745,1.7249,6.9691,1196.7,3.8,3.8
2003-06-10,1.1686,117.68,1.6523,1.3192,0.6565,1.3649,3.8,0.5739,7.799,1.73,7.017,1194.5,3.8,3.8
2003-06-11,1.1764,117.69,1.6675,1.306,0.6642,1.3523,3.8,0.578,7.7275,1.7341,7.002,1195.4,3.8,3.8
2003-06-12,1.1767,117.66,1.6682,1.3104,0.6652,1.3492,3.8,0.579,7.725,1.7397,6.955,1193.4,3.8,3.8
2003-06-13,1.183,117.46,1.6676,1.3047,0.6671,1.3362,3.8,0.5803,7.6835,1.7324,6.933,1192.0,3.8,3.8
2003-06-16,1.1843,117.79,1.6815,1.3009,0.6676,1.3397,3.8,0.582,7.671,1.7286,6.9422,1190.3,3.8,3.8
2003-06-17,1.1812,118.2,1.684,1.3051,0.6717,1.3393,3.8,0.5851,7.678,1.7274,6.9438,1185.0,3.8,3.8
