DATE,USDEUR,USDJPY,USDGBP,USDCHF,USDAUD,USDCAD,USDHKD,USDNZD,USDSEK,USDSGD,USDNOK,USDKRW,USDTRY,USDMXN
2000-01-03,1.0155,101.7,1.627,1.5808,0.6591,1.4465,3.8,0.5254,8.443,1.6563,7.964,1128.0,3.8,3.8
2000-01-04,1.0309,103.09,1.637,1.5565,0.6562,1.4518,3.8,0.5198,8.36,1.6535,7.934,1122.5,3.8,3.8
2000-01-05,1.0335,103.77,1.6415,1.5526,0.655,1.4518,3.8,0.5171,8.353,1.656,7.935,1135.0,3.8,3.8
2000-01-06,1.0324,105.19,1.6475,1.554,0.654,1.4571,3.8,0.5145,8.3675,1.6655,7.94,1146.5,3.8,3.8
2000-01-07,1.0294,105.17,1.6384,1.5623,0.6548,1.4505,3.8,0.516,8.415,1.6625,7.966,1138.0,3.8,3.8
2000-01-10,1.0252,105.28,1.6374,1.5704,0.6561,1.4568,3.8,0.5168,8.449,1.6618,8.024,1133.5,3.8,3.8
2000-01-11,1.0322,106.09,1.648,1.5605,0.6575,1.457,3.8,0.5164,8.397,1.669,7.969,1147.0,3.8,3.8
2000-01-12,1.0281,105.76,1.6465,1.566,0.6578,1.455,3.8,0.5185,8.418,1.669,7.977,1144.5,3.8,3.8
2000-01-13,1.027,106.09,1.6482,1.5707,0.6687,1.4495,3.8,0.524,8.417,1.67,7.9425,1135.5,3.8,3.8
2000-01-14,1.0128,105.86,1.6353,1.5945,0.6665,1.4497,3.8,0.5212,8.474,1.6752,7.997,1125.0,3.8,3.8
2000-01-17,,,,,,,,,,,,,,
2000-01-18,1.0121,105.49,1.638,1.5942,0.664,1.4502,3.8,0.517,8.468,1.6735,8.01,1127.0,3.8,3.8
2000-01-19,1.0115,105.39,1.6438,1.5965,0.6634,1.4527,3.8,0.5155,8.487,1.6753,8.0,1134.0,3.8,3.8
2000-01-20,1.0133,105.45,1.6538,1.5915,0.6666,1.4484,3.8,0.5132,8.468,1.6765,7.977,1126.0,3.8,3.8
2000-01-21,1.01,104.96,1.6504,1.5973,0.6621,1.442,3.8,0.5104,8.493,1.681,7.999,1128.0,3.8,3.8
2000-01-24,1.0019,105.52,1.652,1.609,0.6544,1.44,3.8,0.5061,8.526,1.6825,8.026,1124.5,3.8,3.8
2000-01-25,1.0041,105.87,1.6482,1.6085,0.6542,1.4389,3.8,0.5068,8.521,1.6867,8.036,1127.0,3.8,3.8
2000-01-26,1.0011,105.85,1.6395,1.6102,0.6505,1.4379,3.8,0.506,8.5285,1.695,8.0675,1127.8,3.8,3.8
2000-01-27,0.989,104.91,1.6363,1.6317,0.655,1.435,3.8,0.5072,8.615,1.693,8.1475,1125.0,3.8,3.8
2000-01-28,0.9765,107.15,1.621,1.6485,0.6265,1.4495,3.8,0.487,8.82,1.71,8.27,1121.0,3.8,3.8
2000-01-31,0.9757,107.33,1.6182,1.6495,0.6382,1.4517,3.8,0.4953,8.815,1.701,8.301,1124.0,3.8,3.8
2000-02-01,0.9731,107.67,1.615,1.654,0.6315,1.4468,3.8,0.4904,8.768,1.699,8.277,1127.0,3.8,3.8
2000-02-02,0.9768,108.4,1.606,1.6502,0.636,1.4435,3.8,0.4898,8.708,1.6985,8.225,1131.0,3.8,3.8
2000-02-03,0.9887,107.92,1.6025,1.6255,0.6387,1.4417,3.8,0.4967,8.577,1.6925,8.158,1130.5,3.8,3.8
2000-02-04,0.976,107.54,1.5915,1.647,0.6315,1.4467,3.8,0.493,8.663,1.693,8.27,1130.0,3.8,3.8
2000-02-07,0.9783,108.75,1.5917,1.6426,0.6339,1.4457,3.8,0.4936,8.66,1.6958,8.259,1129.6,3.8,3.8
2000-02-08,0.9862,109.59,1.6105,1.6301,0.6353,1.4473,3.8,0.494,8.595,1.6968,8.1835,1129.5,3.8,3.8
2000-02-09,0.9914,109.11,1.6115,1.6232,0.6345,1.4443,3.8,0.492,8.544,1.6918,8.145,1124.0,3.8,3.8
2000-02-10,0.9865,108.74,1.6057,1.628,0.632,1.45,3.8,0.4935,8.585,1.6929,8.175,1121.0,3.8,3.8
2000-02-11,0.9847,108.99,1.5923,1.6305,0.6282,1.4515,3.8,0.4915,8.608,1.6947,8.212,1115.0,3.8,3.8
2000-02-14,0.9783,108.65,1.589,1.6435,0.6279,1.4547,3.8,0.4868,8.679,1.6975,8.248,1128.0,3.8,3.8
2000-02-15,0.9834,108.75,1.595,1.633,0.63,1.4585,3.8,0.487,8.68,1.696,8.2515,1128.0,3.8,3.8
2000-02-16,0.9842,109.38,1.604,1.6302,0.6301,1.452,3.8,0.4899,8.6695,1.7033,8.239,1126.0,3.8,3.8
2000-02-17,0.9863,110.27,1.605,1.6274,0.632,1.4522,3.8,0.4937,8.68,1.706,8.285,1128.0,3.8,3.8
2000-02-18,0.985,110.88,1.5984,1.6282,0.6292,1.4512,3.8,0.4909,8.6725,1.7058,8.257,1129.0,3.8,3.8
2000-02-21,,,,,,,,,,,,,,
2000-02-22,1.006,111.04,1.6165,1.5983,0.6257,1.4595,3.8,0.4917,8.5395,1.7085,8.145,1135.0,3.8,3.8
2000-02-23,1.0017,111.11,1.6047,1.6082,0.6196,1.4651,3.8,0.4855,8.577,1.714,8.1775,1136.0,3.8,3.8
2000-02-24,0.9931,110.95,1.5981,1.62,0.6144,1.4587,3.8,0.4867,8.619,1.7165,8.2055,1144.0,3.8,3.8
2000-02-25,0.9763,110.98,1.5908,1.6475,0.6175,1.4505,3.8,0.4882,8.695,1.711,8.312,1137.0,3.8,3.8
2000-02-28,0.9669,109.17,1.5935,1.6615,0.6116,1.4538,3.8,0.4846,8.6895,1.7185,8.3425,1135.0,3.8,3.8
2000-02-29,0.9643,109.88,1.578,1.6665,0.6155,1.4505,3.8,0.4865,8.75,1.7237,8.381,1131.31,3.8,3.8
2000-03-01,0.97,107.1,1.5849,1.6568,0.6067,1.447,3.8,0.4853,8.6865,1.7182,8.3115,1128.5,3.8,3.8
2000-03-02,0.9619,107.37,1.5765,1.6714,0.6077,1.4543,3.8,0.4878,8.805,1.7214,8.4024,1120.5,3.8,3.8
2000-03-03,0.9618,107.8,1.581,1.6712,0.6082,1.451,3.8,0.4878,8.815,1.7253,8.397,1120.5,3.8,3.8
2000-03-06,0.9603,107.74,1.5732,1.675,0.6016,1.4555,3.8,0.481,8.7865,1.7252,8.4125,1119.3,3.8,3.8
2000-03-07,0.956,106.2,1.5772,1.681,0.6035,1.4527,3.8,0.4836,8.804,1.7199,8.436,1118.7,3.8,3.8
2000-03-08,0.9576,106.89,1.5855,1.677,0.6094,1.4592,3.8,0.4875,8.851,1.714,8.454,1119.2,3.8,3.8
2000-03-09,0.9684,106.45,1.5815,1.6595,0.6155,1.457,3.8,0.4917,8.7235,1.708,8.393,1123.0,3.8,3.8
2000-03-10,0.9659,106.27,1.5793,1.6661,0.6136,1.4575,3.8,0.495,8.72,1.7035,8.395,1120.2,3.8,3.8
2000-03-13,0.9648,105.32,1.5782,1.6702,0.6165,1.4614,3.8,0.4933,8.718,1.7068,8.419,1121.0,3.8,3.8
2000-03-14,0.9644,104.85,1.5725,1.6715,0.614,1.4632,3.8,0.4904,8.697,1.7095,8.443,1118.4,3.8,3.8
2000-03-15,0.9696,105.58,1.573,1.6618,0.6125,1.468,3.8,0.4885,8.6915,1.715,8.417,1118.5,3.8,3.8
2000-03-16,0.971,105.63,1.5747,1.6593,0.6107,1.4724,3.8,0.4878,8.694,1.712,8.406,1118.0,3.8,3.8
2000-03-17,0.9694,106.1,1.5705,1.662,0.6067,1.4728,3.8,0.4845,8.666,1.7161,8.4085,1117.3,3.8,3.8
2000-03-20,0.971,106.5,1.5686,1.6605,0.6065,1.4703,3.8,0.4835,8.6425,1.72,8.421,1118.18,3.8,3.8
2000-03-21,0.9703,106.91,1.5725,1.6615,0.61,1.4662,3.8,0.4903,8.65,1.7188,8.429,1117.0,3.8,3.8
2000-03-22,0.9608,106.77,1.5705,1.675,0.6056,1.472,3.8,0.4876,8.711,1.7125,8.466,1113.0,3.8,3.8
2000-03-23,0.9691,107.45,1.583,1.6522,0.6041,1.4727,3.8,0.4875,8.645,1.7115,8.388,1110.0,3.8,3.8
2000-03-24,0.9724,107.25,1.591,1.6333,0.6064,1.465,3.8,0.4883,8.5775,1.716,8.345,1108.7,3.8,3.8
2000-03-27,0.9645,107.13,1.5855,1.6468,0.6114,1.4605,3.8,0.4932,8.6465,1.716,8.406,1112.1,3.8,3.8
2000-03-28,0.9614,105.9,1.5872,1.6551,0.6141,1.4541,3.8,0.5025,8.5675,1.715,8.39,1112.5,3.8,3.8
2000-03-29,0.9524,105.6,1.587,1.6725,0.6124,1.4555,3.8,0.5015,8.6675,1.7168,8.45,1109.4,3.8,3.8
2000-03-30,0.9594,105.53,1.5922,1.6605,0.6125,1.4557,3.8,0.499,8.633,1.7194,8.405,1107.5,3.8,3.8
2000-03-31,0.9574,102.73,1.5922,1.663,0.6062,1.4538,3.8,0.496,8.635,1.712,8.435,1105.5,3.8,3.8
2000-04-03,0.956,104.82,1.598,1.6587,0.6073,1.4548,3.8,0.4998,8.678,1.7173,8.464,1113.0,3.8,3.8
2000-04-04,0.9588,105.33,1.5965,1.65,0.6032,1.4531,3.8,0.5007,8.691,1.7183,8.49,1114.0,3.8,3.8
2000-04-05,0.9647,105.0,1.59,1.633,0.6053,1.4548,3.8,0.5033,8.6225,1.716,8.4425,1115.5,3.8,3.8
2000-04-06,0.958,104.78,1.58,1.639,0.6016,1.4515,3.8,0.501,8.661,1.715,8.476,1112.0,3.8,3.8
2000-04-07,0.959,105.33,1.583,1.6383,0.6003,1.4574,3.8,0.5003,8.642,1.7162,8.482,1107.5,3.8,3.8
2000-04-10,0.9588,106.37,1.5828,1.6435,0.5991,1.4615,3.8,0.4985,8.61,1.719,8.502,1110.5,3.8,3.8
2000-04-11,0.9591,106.95,1.5873,1.6415,0.5957,1.4635,3.8,0.4984,8.634,1.72,8.526,1110.0,3.8,3.8
2000-04-12,0.9551,105.86,1.5882,1.649,0.597,1.4623,3.8,0.4975,8.702,1.7193,8.533,1108.5,3.8,3.8
2000-04-13,0.9524,105.76,1.5881,1.652,0.5963,1.4661,3.8,0.4978,8.723,1.716,8.546,1107.0,3.8,3.8
2000-04-14,0.9564,105.12,1.586,1.6408,0.5972,1.4767,3.8,0.4976,8.7,1.7078,8.5435,1111.2,3.8,3.8
2000-04-17,0.955,104.19,1.5853,1.644,0.5913,1.4855,3.8,0.4945,8.72,1.7069,8.587,1113.8,3.8,3.8
2000-04-18,0.9477,104.59,1.5764,1.6603,0.5946,1.4837,3.8,0.4953,8.744,1.699,8.631,1110.0,3.8,3.8
2000-04-19,0.9369,104.94,1.5777,1.6755,0.5957,1.4761,3.8,0.4985,8.798,1.6992,8.714,1109.5,3.8,3.8
2000-04-20,0.9376,105.45,1.5801,1.6772,0.5931,1.4725,3.8,0.495,8.8,1.6978,8.6925,1109.0,3.8,3.8
2000-04-21,0.9379,105.88,1.5785,1.676,0.5925,1.475,3.8,0.4935,8.786,1.699,8.677,1108.5,3.8,3.8
2000-04-24,0.9396,105.66,1.58,1.6712,0.5945,1.4763,3.8,0.4946,8.78,1.702,8.673,1108.8,3.8,3.8
2000-04-25,0.9265,105.71,1.5787,1.6985,0.5956,1.4699,3.8,0.4955,8.848,1.704,8.806,1108.5,3.8,3.8
2000-04-26,0.9217,106.46,1.5795,1.7085,0.589,1.4758,3.8,0.4865,8.885,1.7055,8.8275,1108.1,3.8,3.8
2000-04-27,0.9083,106.36,1.5748,1.731,0.5875,1.4792,3.8,0.4858,8.9808,1.707,8.9718,1111.0,3.8,3.8
2000-04-28,0.9089,107.98,1.556,1.725,0.5837,1.4818,3.8,0.4855,8.967,1.7065,8.959,1110.0,3.8,3.8
2000-05-01,0.912,108.89,1.5558,1.7135,0.58,1.4783,3.8,0.4835,8.9183,1.709,8.905,1110.0,3.8,3.8
2000-05-02,0.9068,108.63,1.559,1.7185,0.5857,1.4857,3.8,0.4859,8.941,1.7178,8.9535,1110.1,3.8,3.8
2000-05-03,0.8891,109.14,1.5605,1.7369,0.59,1.4923,3.8,0.489,9.077,1.7215,9.071,1110.0,3.8,3.8
2000-05-04,0.8907,108.17,1.5435,1.7353,0.5914,1.498,3.8,0.4908,9.104,1.722,9.102,1111.5,3.8,3.8
2000-05-05,0.8953,108.53,1.5288,1.7323,0.5935,1.498,3.8,0.4893,9.103,1.7222,9.106,1111.0,3.8,3.8
2000-05-08,0.895,109.03,1.531,1.7305,0.587,1.4927,3.8,0.4847,9.095,1.7235,9.093,1109.7,3.8,3.8
2000-05-09,0.9023,109.61,1.5315,1.7219,0.5828,1.4945,3.8,0.479,9.0592,1.7295,9.051,1109.5,3.8,3.8
2000-05-10,0.9097,109.33,1.5153,1.715,0.5815,1.4955,3.8,0.4775,9.0575,1.729,9.045,1109.2,3.8,3.8
2000-05-11,0.9021,108.47,1.4997,1.7252,0.579,1.49,3.8,0.4777,9.16,1.7263,9.139,1113.0,3.8,3.8
2000-05-12,0.908,108.74,1.5172,1.709,0.581,1.4872,3.8,0.4795,9.092,1.7278,9.0115,1113.5,3.8,3.8
2000-05-15,0.9138,109.48,1.5075,1.7033,0.5739,1.4897,3.8,0.4741,9.063,1.7335,8.963,1114.9,3.8,3.8
2000-05-16,0.9053,109.75,1.5008,1.7152,0.5773,1.4862,3.8,0.473,9.103,1.7325,9.0505,1115.0,3.8,3.8
2000-05-17,0.8921,109.53,1.4905,1.7398,0.5685,1.4992,3.8,0.461,9.201,1.734,9.152,1115.6,3.8,3.8
2000-05-18,0.8952,108.7,1.4818,1.7377,0.5703,1.5007,3.8,0.4527,9.1323,1.734,9.126,1118.8,3.8,3.8
2000-05-19,0.8946,106.89,1.4855,1.7347,0.5728,1.4963,3.8,0.4565,9.1575,1.7275,9.1375,1122.5,3.8,3.8
2000-05-22,0.9036,107.02,1.4907,1.7185,0.574,1.4983,3.8,0.4593,9.222,1.7317,9.117,1131.5,3.8,3.8
2000-05-23,0.9032,106.72,1.4728,1.7295,0.5747,1.5036,3.8,0.4587,9.21,1.735,9.153,1135.0,3.8,3.8
2000-05-24,0.9096,107.58,1.4755,1.7208,0.5713,1.5085,3.8,0.454,9.175,1.737,9.0985,1133.5,3.8,3.8
2000-05-25,0.9072,107.48,1.4705,1.721,0.57,1.5057,3.8,0.4566,9.165,1.7328,9.106,1129.9,3.8,3.8
2000-05-26,0.931,107.18,1.4875,1.6828,0.5716,1.5045,3.8,0.4585,9.01,1.7343,8.919,1137.5,3.8,3.8
2000-05-29,,,,,,,,,,,,,,
2000-05-30,0.9314,106.44,1.495,1.6885,0.5768,1.5036,3.8,0.4601,9.002,1.7332,8.947,1137.0,3.8,3.8
2000-05-31,0.9328,107.74,1.4968,1.6883,0.5708,1.4977,3.8,0.4572,8.987,1.7345,8.926,1130.0,3.8,3.8
2000-06-01,0.9307,108.74,1.4915,1.6878,0.5721,1.491,3.8,0.4561,8.968,1.732,8.94,1133.0,3.8,3.8
2000-06-02,0.9432,108.15,1.5079,1.668,0.579,1.4785,3.8,0.4664,8.8245,1.724,8.8095,1125.2,3.8,3.8
2000-06-05,0.9471,107.44,1.5135,1.663,0.5812,1.4779,3.8,0.4675,8.805,1.7205,8.749,1118.0,3.8,3.8
2000-06-06,0.957,105.64,1.5235,1.643,0.5887,1.478,3.8,0.4738,8.711,1.7205,8.662,1117.0,3.8,3.8
2000-06-07,0.96,105.5,1.5225,1.6365,0.59,1.4785,3.8,0.472,8.656,1.722,8.6314,1113.2,3.8,3.8
2000-06-08,0.9548,105.86,1.506,1.641,0.5878,1.48,3.8,0.4685,8.758,1.7205,8.694,1116.0,3.8,3.8
2000-06-09,0.9526,106.78,1.5079,1.6443,0.5864,1.4765,3.8,0.468,8.745,1.723,8.732,1115.5,3.8,3.8
2000-06-12,0.9544,106.65,1.512,1.6356,0.5912,1.4765,3.8005,0.4707,8.691,1.7225,8.691,1113.4,3.8005,3.8005
2000-06-13,0.9619,106.79,1.513,1.6255,0.5973,1.4697,3.8,0.472,8.612,1.7213,8.6265,1114.4,3.8,3.8
2000-06-14,0.959,106.89,1.5023,1.6318,0.6007,1.4695,3.8,0.4757,8.533,1.7215,8.573,1114.5,3.8,3.8
2000-06-15,0.953,106.52,1.5103,1.6386,0.6015,1.4758,3.8,0.469,8.625,1.7245,8.636,1115.0,3.8,3.8
2000-06-16,0.9648,106.22,1.5165,1.6178,0.6083,1.4708,3.8,0.4785,8.6015,1.7258,8.5755,1116.4,3.8,3.8
2000-06-19,0.9622,105.74,1.5154,1.623,0.6024,1.4657,3.8,0.473,8.62,1.7322,8.58,1122.22,3.8,3.8
2000-06-20,0.9557,105.42,1.51,1.628,0.6037,1.4708,3.8,0.4751,8.6425,1.733,8.6225,1120.0,3.8,3.8
2000-06-21,0.9455,105.5,1.497,1.639,0.6026,1.4729,3.8,0.4752,8.719,1.734,8.7,1119.3,3.8,3.8
2000-06-22,0.9398,104.4,1.511,1.6455,0.5993,1.4725,3.8,0.4728,8.805,1.7345,8.738,1118.8,3.8,3.8
2000-06-23,0.9358,104.59,1.501,1.6565,0.5964,1.4793,3.8,0.4715,8.85,1.7325,8.739,1119.5,3.8,3.8
2000-06-26,0.9382,105.66,1.499,1.651,0.5965,1.483,3.8,0.4695,8.891,1.7341,8.758,1118.2,3.8,3.8
2000-06-27,0.9444,105.53,1.5,1.6379,0.6012,1.4825,3.8,0.472,8.8725,1.7343,8.6947,1118.3,3.8,3.8
2000-06-28,0.9444,105.51,1.5107,1.642,0.6023,1.4838,3.8,0.465,8.864,1.735,8.652,1116.5,3.8,3.8
2000-06-29,0.9515,105.09,1.5194,1.6375,0.6029,1.482,3.8,0.4692,8.822,1.7345,8.59,1115.0,3.8,3.8
2000-06-30,0.9545,106.14,1.513,1.6317,0.5971,1.4798,3.8,0.469,8.821,1.7275,8.581,1115.15,3.8,3.8
2000-07-03,0.9526,105.64,1.5135,1.6323,0.5996,1.4793,3.8,0.4675,8.7925,1.7327,8.588,1113.9,3.8,3.8
2000-07-04,,,,,,,,,,,,,,
2000-07-05,0.9548,106.91,1.512,1.622,0.5907,1.4909,3.8,0.4608,8.83,1.738,8.588,1117.5,3.8,3.8
2000-07-06,0.9527,107.37,1.512,1.625,0.5909,1.485,3.8,0.4605,8.866,1.7367,8.6,1117.5,3.8,3.8
2000-07-07,0.9484,107.81,1.5143,1.6278,0.5901,1.481,3.8,0.4605,8.915,1.737,8.5925,1119.0,3.8,3.8
2000-07-10,0.9521,107.1,1.5137,1.6275,0.5912,1.4798,3.8,0.4611,8.8855,1.7385,8.5825,1118.5,3.8,3.8
2000-07-11,0.9497,106.93,1.514,1.6335,0.5891,1.4785,3.8,0.4597,8.8906,1.7435,8.6092,1116.7,3.8,3.8
2000-07-12,0.9401,108.36,1.5068,1.651,0.589,1.4815,3.8,0.4595,8.8925,1.7435,8.673,1115.7,3.8,3.8
2000-07-13,0.9339,108.27,1.499,1.6608,0.5855,1.4809,3.8,0.4597,8.941,1.7435,8.729,1111.3,3.8,3.8
2000-07-14,0.9374,107.88,1.499,1.6532,0.5847,1.4845,3.8,0.4612,8.898,1.7432,8.698,1113.0,3.8,3.8
2000-07-17,0.9351,108.53,1.492,1.6575,0.5855,1.4813,3.8,0.4579,8.968,1.7478,8.75,1113.1,3.8,3.8
2000-07-18,0.9322,108.3,1.4945,1.6608,0.5844,1.4783,3.8,0.4576,9.0,1.7465,8.79,1113.7,3.8,3.8
2000-07-19,0.9237,108.2,1.4942,1.6781,0.575,1.4758,3.8,0.454,9.081,1.746,8.854,1112.3,3.8,3.8
2000-07-20,0.9292,107.89,1.5094,1.668,0.5816,1.4748,3.8,0.4609,9.02,1.7458,8.81,1111.6,3.8,3.8
2000-07-21,0.9343,109.08,1.5167,1.6638,0.5865,1.4715,3.8,0.463,8.9965,1.748,8.7705,1113.0,3.8,3.8
2000-07-24,0.9314,108.92,1.514,1.67,0.586,1.4639,3.8,0.4597,8.9825,1.7447,8.784,1114.2,3.8,3.8
2000-07-25,0.9391,109.3,1.519,1.6528,0.5849,1.4653,3.8,0.4597,8.944,1.7455,8.7195,1116.0,3.8,3.8
2000-07-26,0.9413,109.28,1.5154,1.6493,0.5904,1.4665,3.8,0.4607,8.946,1.7428,8.705,1115.6,3.8,3.8
2000-07-27,0.9331,109.15,1.5116,1.6605,0.5891,1.4713,3.8,0.4584,9.0985,1.7346,8.807,1115.0,3.8,3.8
2000-07-28,0.9246,109.63,1.5025,1.6753,0.5872,1.4776,3.8,0.4573,9.16,1.735,8.855,1117.0,3.8,3.8
2000-07-31,0.9266,109.68,1.4983,1.6689,0.5787,1.488,3.8,0.454,9.172,1.7342,8.864,1116.9,3.8,3.8
2000-08-01,0.9228,109.47,1.4992,1.6758,0.5805,1.4892,3.8,0.4546,9.217,1.732,8.885,1115.8,3.8,3.8
2000-08-02,0.9137,108.77,1.4926,1.6887,0.583,1.4813,3.8,0.4542,9.259,1.727,8.957,1115.8,3.8,3.8
2000-08-03,0.9042,108.36,1.4947,1.7087,0.5844,1.4844,3.8,0.4548,9.335,1.7248,9.012,1115.0,3.8,3.8
2000-08-04,0.9075,108.54,1.5022,1.7053,0.5832,1.4889,3.8,0.4545,9.246,1.7215,8.904,1116.0,3.8,3.8
2000-08-07,0.9105,108.99,1.507,1.7005,0.5862,1.4875,3.8,0.4542,9.1825,1.7268,8.894,1118.0,3.8,3.8
2000-08-08,0.9019,108.64,1.5022,1.7147,0.5868,1.4889,3.8,0.4538,9.2445,1.7255,8.985,1116.5,3.8,3.8
2000-08-09,0.8991,107.99,1.4992,1.7187,0.5786,1.4848,3.8,0.4511,9.25,1.721,8.993,1115.3,3.8,3.8
2000-08-10,0.9077,108.7,1.498,1.7065,0.5818,1.4826,3.8,0.4518,9.201,1.7145,8.944,1114.5,3.8,3.8
2000-08-11,0.9046,108.68,1.504,1.7181,0.5795,1.4839,3.8,0.4486,9.218,1.7133,8.951,1116.0,3.8,3.8
2000-08-14,0.9037,109.52,1.506,1.7214,0.581,1.4847,3.8,0.4507,9.205,1.7163,8.93,1117.0,3.8,3.8
2000-08-15,0.9135,109.0,1.5056,1.7095,0.5831,1.487,3.8,0.4483,9.153,1.719,8.886,1116.3,3.8,3.8
2000-08-16,0.9143,108.55,1.4988,1.7093,0.5897,1.4774,3.8,0.451,9.204,1.7175,8.855,1115.2,3.8,3.8
2000-08-17,0.9152,108.48,1.4992,1.7085,0.5935,1.4759,3.8,0.453,9.205,1.7163,8.834,1115.0,3.8,3.8
2000-08-18,0.9068,108.43,1.4895,1.7235,0.5905,1.4747,3.8,0.4498,9.263,1.7187,8.894,1115.1,3.8,3.8
2000-08-21,0.9027,108.53,1.49,1.7275,0.589,1.4765,3.8,0.45,9.292,1.717,8.921,1114.5,3.8,3.8
2000-08-22,0.8965,108.34,1.4797,1.7405,0.5802,1.4756,3.8,0.4435,9.335,1.717,8.985,1114.14,3.8,3.8
2000-08-23,0.8967,107.02,1.4813,1.7282,0.5708,1.4877,3.8,0.4283,9.332,1.719,9.005,1114.8,3.8,3.8
2000-08-24,0.9028,106.89,1.4806,1.7117,0.5725,1.4871,3.8,0.4338,9.279,1.7215,8.99,1114.2,3.8,3.8
2000-08-25,0.9024,107.17,1.4745,1.7095,0.5737,1.4828,3.8,0.4357,9.311,1.721,8.9795,1114.1,3.8,3.8
2000-08-28,0.9002,106.45,1.4716,1.713,0.5715,1.4845,3.8,0.434,9.345,1.719,8.958,1111.9,3.8,3.8
2000-08-29,0.8966,106.2,1.4616,1.7238,0.5713,1.4868,3.8,0.4295,9.411,1.7208,9.017,1110.2,3.8,3.8
2000-08-30,0.8924,106.47,1.456,1.736,0.572,1.4805,3.8,0.4267,9.44,1.7228,9.0465,1108.6,3.8,3.8
2000-08-31,0.8878,106.66,1.4515,1.7425,0.5764,1.472,3.8,0.4268,9.445,1.7213,9.0845,1108.8,3.8,3.8
2000-09-01,0.8993,105.78,1.4605,1.723,0.5765,1.4742,3.8,0.4283,9.338,1.721,9.0108,1105.7,3.8,3.8
2000-09-04,,,,,,,,,,,,,,
2000-09-05,0.8876,105.88,1.4522,1.7488,0.5699,1.4752,3.8,0.4262,9.4725,1.727,9.085,1105.5,3.8,3.8
2000-09-06,0.8702,106.08,1.4455,1.778,0.5655,1.4843,3.8,0.425,9.6575,1.732,9.224,1107.4,3.8,3.8
2000-09-07,0.874,105.1,1.438,1.772,0.5579,1.4777,3.8,0.4172,9.56,1.7323,9.185,1111.0,3.8,3.8
2000-09-08,0.8664,106.03,1.4196,1.7869,0.5557,1.4781,3.8,0.4186,9.6515,1.7372,9.254,1109.5,3.8,3.8
2000-09-11,0.8624,105.97,1.4123,1.7715,0.559,1.48,3.8,0.429,9.731,1.738,9.309,1109.5,3.8,3.8
2000-09-12,0.8596,106.93,1.402,1.771,0.5586,1.4825,3.8,0.4262,9.766,1.742,9.331,1109.5,3.8,3.8
2000-09-13,0.864,107.11,1.4125,1.7635,0.555,1.4838,3.8,0.422,9.722,1.7455,9.3003,1110.0,3.8,3.8
2000-09-14,0.8617,107.25,1.406,1.7736,0.549,1.4869,3.8,0.4231,9.755,1.7405,9.325,1115.2,3.8,3.8
2000-09-15,0.8572,107.33,1.4005,1.7805,0.545,1.4844,3.8,0.418,9.796,1.7442,9.339,1119.9,3.8,3.8
2000-09-18,0.8523,106.87,1.4015,1.787,0.5417,1.4905,3.8,0.4112,9.829,1.7478,9.386,1140.0,3.8,3.8
2000-09-19,0.8514,107.02,1.408,1.7765,0.542,1.488,3.8,0.413,9.8475,1.744,9.388,1127.0,3.8,3.8
2000-09-20,0.8462,106.77,1.4107,1.7845,0.5372,1.4833,3.8,0.4047,9.875,1.7485,9.43,1127.0,3.8,3.8
2000-09-21,0.8558,106.5,1.428,1.7715,0.5428,1.4873,3.8,0.406,9.815,1.747,9.36,1128.0,3.8,3.8
2000-09-22,0.8793,107.94,1.4568,1.7295,0.5455,1.4892,3.8,0.4115,9.625,1.749,9.14,1135.0,3.8,3.8
2000-09-25,0.8738,107.63,1.454,1.739,0.549,1.489,3.8,0.4111,9.666,1.747,9.181,1126.0,3.8,3.8
2000-09-26,0.8815,107.63,1.46,1.7279,0.5506,1.488,3.8,0.4142,9.623,1.7415,9.13,1120.0,3.8,3.8
2000-09-27,0.8805,107.44,1.4607,1.7325,0.551,1.4962,3.8,0.4147,9.659,1.7435,9.14,1114.0,3.8,3.8
2000-09-28,0.8826,107.59,1.4635,1.7288,0.549,1.503,3.8,0.414,9.6885,1.744,9.0705,1115.9,3.8,3.8
2000-09-29,0.8837,107.9,1.4787,1.7265,0.5415,1.507,3.8,0.4075,9.628,1.7395,9.0725,1115.3,3.8,3.8
2000-10-02,0.8806,108.81,1.4675,1.7322,0.545,1.5108,3.8,0.4035,9.6933,1.742,9.1269,1118.18,3.8,3.8
2000-10-03,0.8741,108.66,1.4565,1.7365,0.54,1.506,3.8,0.4047,9.78,1.7442,9.179,1120.0,3.8,3.8
2000-10-04,0.8726,109.29,1.4558,1.7395,0.5365,1.499,3.8,0.403,9.8,1.7505,9.205,1120.0,3.8,3.8
2000-10-05,0.8685,109.3,1.4502,1.7491,0.535,1.4954,3.8,0.401,9.8292,1.7496,9.2505,1120.0,3.8,3.8
2000-10-06,0.868,108.81,1.4445,1.7515,0.5339,1.5013,3.8,0.402,9.84,1.749,9.2505,1119.0,3.8,3.8
2000-10-09,,,,,,,,,,,,,,
2000-10-10,0.8682,107.9,1.4484,1.7515,0.5339,1.5014,3.8,0.4032,9.919,1.75,9.268,1121.9,3.8,3.8
2000-10-11,0.8715,107.63,1.462,1.7328,0.536,1.5043,3.8,0.4061,9.865,1.7504,9.271,1124.0,3.8,3.8
